4381
itemid	name	level	unk	price	pricec	sell	unk	unk	durtype	duration	hp	attmin	attmax	att(trans)min	att(trans)max	TransGauge	Crit	evade	spectrans	speed	transbotdef	transbotatt	transspeed	ranged	luck	unk	effect	image	description
3031806	ElectronosMIS(+3)	70	1	600	0	75	16777473	257	0	0	79	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	13	No one knows what these mysterious energy fields do but BOTS love them.
3031807	ElectronosSP(+1)	67	1	800	0	100	16777473	257	0	0	79	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	13	No one knows what these mysterious energy fields do but BOTS love them.
3031808	ElectronosSP(+2)	68	1	800	0	100	16777473	257	0	0	79	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	13	No one knows what these mysterious energy fields do but BOTS love them.
3031809	ElectronosSP(+3)	70	1	800	0	100	16777473	257	0	0	79	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	13	No one knows what these mysterious energy fields do but BOTS love them.
3031900	Swirlon	75	1	860	0	59	16777473	257	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031901	SwirlonCRT(+1)	77	1	517	0	65	16777473	257	0	0	88	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031902	SwirlonCRT(+2)	78	1	517	0	65	16777473	257	0	0	88	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031903	SwirlonCRT(+3)	80	1	517	0	65	16777473	257	0	0	88	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031904	SwirlonMIS(+1)	77	1	705	0	88	16777473	257	0	0	88	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031905	SwirlonMIS(+2)	78	1	705	0	88	16777473	257	0	0	88	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031906	SwirlonMIS(+3)	80	1	705	0	88	16777473	257	0	0	88	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031907	SwirlonSP(+1)	77	1	920	0	115	16777473	257	0	0	88	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031908	SwirlonSP(+2)	78	1	920	0	115	16777473	257	0	0	88	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3031909	SwirlonSP(+3)	80	1	920	0	115	16777473	257	0	0	88	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	1	No one knows what these mysterious energy fields do but BOTS love them.
3032000	Zephyr	85	1	1030	0	68	16777473	257	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032001	ZephyrCRT(+1)	87	1	594	0	74	16777473	257	0	0	97	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032002	ZephyrCRT(+2)	88	1	594	0	74	16777473	257	0	0	97	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032003	ZephyrCRT(+3)	90	1	594	0	74	16777473	257	0	0	97	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032004	ZephyrMIS(+1)	87	1	810	0	101	16777473	257	0	0	97	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032005	ZephyrMIS(+2)	88	1	810	0	101	16777473	257	0	0	97	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032006	ZephyrMIS(+3)	90	1	810	0	101	16777473	257	0	0	97	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032007	ZephyrSP(+1)	87	1	880	0	110	16777473	257	0	0	97	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032008	ZephyrSP(+2)	88	1	880	0	110	16777473	257	0	0	97	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032009	ZephyrSP(+3)	90	1	880	0	110	16777473	257	0	0	97	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	7	No one knows what these mysterious energy fields do but BOTS love them.
3032200	LuckyAura	1	2	0	85	85	16843008	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	14	Increases luck to help get drops more often.
3032201	LuckyAura	1	2	0	500	500	16843008	256	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	14	Increases luck to help get drops more often.
3032202	LuckyAura	1	2	0	1750	0	16843008	256	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	14	Increases luck to help get drops more often. [OC5]
3032203	LuckyAura	0	2	0	0	0	16843008	256	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	14	Increases luck to help get drops more often.
3032300	BOUT-EF	98	1	0	0	0	16777473	257	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	17	200	0	0	16	Obtained through the highest tiers; this item is no joke.
3032500	Ohka-Charm	1	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	19	Increases luck to help get drops more often.
3032501	Ohka-Charm(+1)	1	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	19	Increases luck to help get drops more often.
3032502	Ohka-Charm(+2)	1	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	19	Increases luck to help get drops more often.
3032503	Ohka-Charm(+3)	1	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	19	Increases luck to help get drops more often.
3032510	Bionic-Visage	90	1	22000	0	220	16777473	257	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Cloak your BOT with this powerful aura, increasing your HP.
3032511	Bionic-Visage(+1)	90	1	0	0	0	16777473	257	0	0	3250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Cloak your BOT with this powerful aura, increasing your HP.
3032512	Bionic-Visage(+2)	90	1	0	0	0	16777473	257	0	0	5720	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Cloak your BOT with this powerful aura, increasing your HP.
3032513	Bionic-Visage(+3)	90	1	0	0	0	16777473	257	0	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Cloak your BOT with this powerful aura, increasing your HP.
3032520	Lethality-Field	90	1	25000	0	250	16777473	257	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	Cloak your BOT with this powerful aura, increasing your damage.
3032521	Lethality-Field(+1)	90	1	0	0	0	16777473	257	0	0	2000	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	Cloak your BOT with this powerful aura, increasing your damage.
3032522	Lethality-Field(+2)	90	1	0	0	0	16777473	257	0	0	4000	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	Cloak your BOT with this powerful aura, increasing your damage.
3032523	Lethality-Field(+3)	90	1	0	0	0	16777473	257	0	0	0	18	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	Cloak your BOT with this powerful aura, increasing your damage.
3032530	Xabaras-Aspect	90	1	30000	0	300	16777473	257	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	22	Cloak your BOT with this powerful aura, increasing your transformed damage.
3032531	Xabaras-Aspect(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	30	70	0	0	0	0	0	0	0	0	0	0	0	0	22	Cloak your BOT with this powerful aura, increasing your transformed damage.
3032532	Xabaras-Aspect(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	45	85	0	0	0	0	0	0	0	0	0	0	0	0	22	Cloak your BOT with this powerful aura, increasing your transformed damage.
3032533	Xabaras-Aspect(+3)	90	1	0	0	0	16777473	257	0	0	6000	0	0	80	205	0	0	0	0	0	0	0	0	0	0	0	0	22	Cloak your BOT with this powerful aura, increasing your transformed damage.
3032540	Siege-Card	90	1	30000	0	300	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	23	Cloak your BOT with this powerful aura, increasing your trans attack.
3032541	Siege-Card(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	23	Cloak your BOT with this powerful aura, increasing your trans attack.
3032542	Siege-Card(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	0	0	0	0	0	0	320	0	0	0	0	0	23	Cloak your BOT with this powerful aura, increasing your trans attack.
3032543	Siege-Card(+3)	90	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	23	Cloak your BOT with this powerful aura, increasing your trans attack.
3032550	Droid-Bulwark	90	1	30000	0	300	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	24	Cloak your BOT with this powerful aura, increasing your trans defense.
3032551	Droid-Bulwark(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	24	Cloak your BOT with this powerful aura, increasing your trans defense.
3032552	Droid-Bulwark(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	0	0	0	0	0	240	0	0	0	0	0	0	24	Cloak your BOT with this powerful aura, increasing your trans defense.
3032553	Droid-Bulwark(+3)	90	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	24	Cloak your BOT with this powerful aura, increasing your trans defense.
3032560	Firepower-Drive	90	1	25000	0	250	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	25	Cloak your BOT with this powerful aura, increasing your ranged attack.
3032561	Firepower-Drive(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	25	Cloak your BOT with this powerful aura, increasing your ranged attack.
3032562	Firepower-Drive(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	0	0	0	0	0	0	0	0	365	0	0	0	25	Cloak your BOT with this powerful aura, increasing your ranged attack.
3032563	Firepower-Drive(+3)	90	1	0	0	0	16777473	257	0	0	6000	9	11	0	0	0	0	0	0	0	0	0	0	480	0	0	0	25	Cloak your BOT with this powerful aura, increasing your ranged attack.
3032570	Tempo-Chip	90	1	27000	0	270	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	26	Cloak your BOT with this powerful aura, increasing your transformation speed.
3032571	Tempo-Chip(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	26	Cloak your BOT with this powerful aura, increasing your transformation speed.
3032572	Tempo-Chip(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	0	0	0	0	0	0	0	395	0	0	0	0	26	Cloak your BOT with this powerful aura, increasing your transformation speed.
3032573	Tempo-Chip(+3)	90	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	26	Cloak your BOT with this powerful aura, increasing your transformation speed.
3032580	Power-Supply	90	1	30000	0	300	16777473	257	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	27	Cloak your BOT with this powerful aura, increasing your transformation gauge.
3032581	Power-Supply(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	27	Cloak your BOT with this powerful aura, increasing your transformation gauge.
3032582	Power-Supply(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	285	0	0	0	0	0	0	0	0	0	0	0	27	Cloak your BOT with this powerful aura, increasing your transformation gauge.
3032583	Power-Supply(+3)	90	1	0	0	0	16777473	257	0	0	6000	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	27	Cloak your BOT with this powerful aura, increasing your transformation gauge.
3032600	Virus-Disk	90	1	22000	0	220	16777473	257	0	0	0	0	0	0	0	0	0	0	130	0	0	0	70	0	0	0	0	28	Cloak your BOT with this powerful aura, increasing your special transformation.
3032601	Virus-Disk(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	290	0	0	0	135	0	0	0	0	28	Cloak your BOT with this powerful aura, increasing your special transformation.
3032602	Virus-Disk(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	15	15	0	0	0	365	0	0	0	195	0	0	0	0	28	Cloak your BOT with this powerful aura, increasing your special transformation.
3032603	Virus-Disk(+3)	90	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	550	0	0	0	195	0	0	0	0	28	Cloak your BOT with this powerful aura, increasing your special transformation.
3032610	Celerity-Implant	90	1	27000	0	270	16777473	257	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	29	Cloak your BOT with this powerful aura, increasing your speed.
3032611	Celerity-Implant(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	29	Cloak your BOT with this powerful aura, increasing your speed.
3032612	Celerity-Implant(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	0	0	0	0	50	0	0	0	0	0	0	0	29	Cloak your BOT with this powerful aura, increasing your speed.
3032613	Celerity-Implant(+3)	90	1	0	0	0	16777473	257	0	0	6000	8	9	0	0	0	0	0	0	120	0	0	0	0	0	0	0	29	Cloak your BOT with this powerful aura, increasing your speed.
3032620	Ghost-Trinity	90	1	30000	0	300	16777473	257	0	0	0	0	0	0	0	0	0	55	0	5	0	0	45	0	0	0	0	30	Instill your BOT with multiple upgrades using this aura.
3032621	Ghost-Trinity(+1)	90	1	0	0	0	16777473	257	0	0	2200	0	0	0	0	0	0	75	0	10	0	0	100	0	0	0	0	30	Instill your BOT with multiple upgrades using this aura.
3032622	Ghost-Trinity(+2)	90	1	0	0	0	16777473	257	0	0	4350	4	5	0	0	0	0	120	0	20	0	0	160	0	0	0	0	30	Instill your BOT with multiple upgrades using this aura.
3032623	Ghost-Trinity(+3)	90	1	0	0	0	16777473	257	0	0	450	0	0	0	0	0	0	75	200	0	0	0	0	0	0	0	0	30	Instill your BOT with multiple upgrades using this aura.
3032630	Mecha-Trinity	90	1	32000	0	320	16777473	257	0	0	150	0	0	2	6	20	0	0	0	0	0	0	0	0	0	0	0	31	Instill your BOT with multiple upgrades using this aura.
3032631	Mecha-Trinity(+1)	90	1	0	0	0	16777473	257	0	0	2200	0	0	4	8	115	0	0	0	0	0	0	0	0	0	0	0	31	Instill your BOT with multiple upgrades using this aura.
3032632	Mecha-Trinity(+2)	90	1	0	0	0	16777473	257	0	0	4250	0	0	20	25	180	0	0	0	0	0	0	0	0	0	0	0	31	Instill your BOT with multiple upgrades using this aura.
3032633	Mecha-Trinity(+3)	90	1	0	0	0	16777473	257	0	0	350	0	0	12	18	140	0	0	0	0	0	0	0	0	0	0	0	31	Instill your BOT with multiple upgrades using this aura.
3032640	Trooper-Trinity	90	1	30000	0	300	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	20	45	0	50	0	0	0	32	Instill your BOT with multiple upgrades using this aura.
3032641	Trooper-Trinity(+1)	90	1	0	0	0	16777473	257	0	0	2000	0	0	0	0	0	0	0	0	0	55	105	0	95	0	0	0	32	Instill your BOT with multiple upgrades using this aura.
3032642	Trooper-Trinity(+2)	90	1	0	0	0	16777473	257	0	0	4000	4	5	0	0	0	0	0	0	0	110	155	0	150	0	0	0	32	Instill your BOT with multiple upgrades using this aura.
3032643	Trooper-Trinity(+3)	90	1	0	0	0	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	80	80	0	150	0	0	0	32	Instill your BOT with multiple upgrades using this aura.
3032650	Adaptability-Engine	90	1	40000	0	400	16777473	257	0	0	55	0	0	0	0	10	0	15	0	0	10	15	15	25	0	0	0	33	Prepare your BOT for anything by upgrading all stats with this special field.
3032651	Adaptability-Engine(+1)	90	1	0	0	0	16777473	257	0	0	2075	0	0	0	0	40	0	35	0	0	25	30	50	55	0	0	0	33	Prepare your BOT for anything by upgrading all stats with this special field.
3032652	Adaptability-Engine(+2)	90	1	0	0	0	16777473	257	0	0	4150	4	5	0	0	55	0	40	55	0	40	50	65	85	0	0	0	33	Prepare your BOT for anything by upgrading all stats with this special field.
3032653	Adaptability-Engine(+3)	90	1	0	0	0	16777473	257	0	0	100	0	0	0	0	50	0	30	60	0	25	30	50	60	0	0	0	33	Prepare your BOT for anything by upgrading all stats with this special field.
3032660	Adaptation	0	1	14500	0	100	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	Boosts all your stats by 8%. [OC25]
3032661	Adaptation	0	1	14500	0	100	16777473	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	(14500 CRYSTAL COST) Boosts all your stats by 8%. [OC25]
3032700	Egg-ef	1	2	0	40	0	16843008	256	0	0	0	0	0	0	0	200	50	0	0	0	0	0	200	0	0	0	0	20	Rewarded to those who took part in the easter event.
3032701	Egg-ef	1	2	0	40	0	16843008	256	1	7	0	0	0	0	0	200	50	0	0	0	0	0	200	0	0	0	0	20	Rewarded to those who took part in the easter event.
3032702	Egg-ef	1	2	0	40	0	16843008	256	1	7	0	0	0	0	0	200	50	0	0	0	0	0	200	0	0	0	0	20	Rewarded to those who took part in the easter event.
3032703	Egg-ef	1	2	0	40	0	16843008	256	1	7	0	0	0	0	0	200	50	0	0	0	0	0	200	0	0	0	0	20	Rewarded to those who took part in the easter event.
3032800	Atomize	100	1	32100	0	4013	16777473	257	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032801	AtomizeCRT(+1)	96	1	3450	0	431	16777473	257	0	0	106	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032802	AtomizeMIS(+1)	96	1	3630	0	454	16777473	257	0	0	106	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032803	AtomizeSPD(+1)	96	1	4060	0	508	16777473	257	0	0	106	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032804	AtomizeCRT(+2)	97	1	3000	0	375	16777473	257	0	0	106	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032805	AtomizeMIS(+2)	97	1	3120	0	390	16777473	257	0	0	106	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032806	AtomizeSPD(+2)	97	1	3410	0	426	16777473	257	0	0	106	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032807	AtomizeCRT(+3)	98	1	3700	0	463	16777473	257	0	0	106	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032808	AtomizeMIS(+3)	98	1	3850	0	481	16777473	257	0	0	106	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032809	AtomizeSPD(+3)	98	1	4240	0	530	16777473	257	0	0	106	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	21	No one knows what these mysterious energy fields do but BOTS love them.
3032900	Darkness	1	2	0	40	0	16843008	256	0	0	0	0	0	15	20	150	0	0	0	0	0	150	0	0	0	0	0	22	The partial or total absence of light.
3032901	Darkness	1	2	0	40	0	16843008	256	1	7	0	0	0	15	20	150	0	0	0	0	0	150	0	0	0	0	0	22	The partial or total absence of light.
3032902	Darkness	1	2	0	40	0	16843008	256	1	7	0	0	0	15	20	150	0	0	0	0	0	150	0	0	0	0	0	22	The partial or total absence of light.
3032903	Darkness	1	2	0	40	0	16843008	256	1	7	0	0	0	15	20	150	0	0	0	0	0	150	0	0	0	0	0	22	The partial or total absence of light.
3033000	Flakey	1	1	0	0	0	16777473	257	0	0	97	0	0	0	0	0	50	0	0	50	0	0	0	0	5	0	0	23	This snowflake lasts forever!
3033001	Flakey	1	1	0	0	0	16777473	257	0	7	97	0	0	0	0	0	50	0	0	50	0	0	0	0	5	0	0	23	This snowflake lasts forever!
3033002	Flakey	1	1	0	0	0	16777473	257	0	7	97	0	0	0	0	0	50	0	0	50	0	0	0	0	5	0	0	23	This snowflake lasts forever!
3033003	Flakey	1	1	0	0	0	16777473	257	0	7	97	0	0	0	0	0	50	0	0	50	0	0	0	0	5	0	0	23	This snowflake lasts forever!
3040100	Delta-Wing	1	2	0	0	0	16843008	256	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	Benefit: Critical hit, increased evade or added special trans.
3040101	Delta-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040102	Delta-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040103	Delta-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040104	Delta-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040105	Delta-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040106	Delta-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040107	Delta-Wing	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040108	Delta-Wing	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040109	Delta-Wing	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	0	Move faster with a strong frame and high durability
3040200	Armored-Wing	1	2	0	0	0	16843008	256	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	1	Benefit: Critical hit, increased evade or added special trans.
3040201	Armored-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040202	Armored-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040203	Armored-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040204	Armored-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040205	Armored-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040206	Armored-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040207	Armored-Wing	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040208	Armored-Wing	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040209	Armored-Wing	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	1	Move faster with a 35 Tons of heavy armor to fend off enemies
3040300	JointTail	1	2	0	0	0	16843008	256	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	2	Benefit: Critical hit, increased evade or added special trans.
3040301	JointTail	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040302	JointTail	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040303	JointTail	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040304	JointTail	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040305	JointTail	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040306	JointTail	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040307	JointTail	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040308	JointTail	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3040309	JointTail	1	2	0	700	700	16843008	256	0	0	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	2	This wing has jointed infrastructure and is very flexible.
3041100	Titanium-Wing	1	2	0	0	0	16843008	256	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	3	Benefit: Critical hit, increased evade or added special trans.
3041101	Titanium-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	3	Move faster with nano-technology strength
3041102	Titanium-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	3	Move faster with nano-technology strength
3041103	Titanium-Wing	1	2	0	115	115	16843008	256	1	7	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	3	Move faster with nano-technology strength
3041104	Titanium-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	300	0	0	65	0	0	0	0	0	0	0	3	Move faster with nano-technology strength
3041105	Titanium-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	75	0	65	0	0	0	0	0	0	0	3	Move faster with nano-technology strength
3041106	Titanium-Wing	1	2	0	180	180	16843008	256	1	30	0	0	0	0	0	0	0	0	225	65	0	0	0	0	0	0	0	3	Move faster with nano-technology strength
